X,Y,FID,OBJECTID,CITY_NAME,GMI_ADMIN,ADMIN_NAME,FIPS_CNTRY,CNTRY_NAME,STATUS,POP,POP_RANK,POP_CLASS,PORT_ID,LABEL_FLAG,POP_SOURCE
-35.7477206260985,-9.67689002827188,170,170,Maceio,BRA-ALG,Alagoas,BR,Brazil,Provincial capital,932078,3,"500,000 to 999,999",12750,0,UN_Data_2010_2020
-37.0600015743295,-10.9109969924173,171,171,Aracaju,BRA-SRG,Sergipe,BR,Brazil,Provincial capital,571149,3,"500,000 to 999,999",12760,0,UN_Data_2010_2020
-94.7833016002825,29.3166990657691,172,172,Galveston,USA-TEX,Texas,US,United States,Other,50446,6,"50,000 to 99,999",9150,0,US_Census_2019
-114.351002585534,62.4560040299054,173,173,Yellowknife,CAN-NTR,Northwest Territories,CA,Canada,Provincial capital,0,0, ,0,0, 
-134.40401071286,58.3029989829925,174,174,Juneau,USA-ALK,Alaska,US,United States,Provincial capital,31974,7,"Less than 50,000",19580,0,US_Census_2019
-90.2030036795838,32.3189999197974,175,175,Jackson,USA-MSP,Mississippi,US,United States,Provincial capital,4642,7,"Less than 50,000",5090,0,US_Census_2019
-91.1529986998149,30.4649999394734,176,176,Baton Rouge,USA-LOU,Louisiana,US,United States,Provincial capital,220236,5,"100,000 to 249,999",8970,0,US_Census_2019
-90.0986937028383,29.9563829346683,177,177,New Orleans,USA-LOU,Louisiana,US,United States,Other,390144,4,"250,000 to 499,999",8860,0,US_Census_2019
-95.4071096288667,29.7718289387462,178,178,Houston,USA-TEX,Texas,US,United States,Other,2320268,2,"1,000,000 to 4,999,999",9240,0,US_Census_2019
-147.651182654302,64.838744986361,179,179,Fairbanks,USA-ALK,Alaska,US,United States,Other,30917,7,"Less than 50,000",0,0,US_Census_2019
-165.269996652998,64.5862859293319,180,180,Nome,USA-ALK,Alaska,US,United States,Other,3870,7,"Less than 50,000",20400,0,US_Census_2019
-135.044009662646,60.7259969837021,181,181,Whitehorse,CAN-YTR,Yukon Territory,CA,Canada,Provincial capital,0,0, ,0,0, 
-149.450003597868,60.1199999613418,182,182,Seward,USA-ALK,Alaska,US,United States,Other,2796,7,"Less than 50,000",19760,0,US_Census_2019
-157.861997701134,21.329000927223,183,183,Honolulu,USA-HAW,Hawaii,US,United States,Provincial capital,371657,4,"250,000 to 499,999",56280,0,US_Census_2019
-155.067290636427,19.7148150665726,184,184,Hilo,USA-HAW,Hawaii,US,United States,Other,43050,7,"Less than 50,000",56090,0,US_Census_2019
-149.89798755548,61.2029970115759,185,185,Anchorage,USA-ALK,Alaska,US,United States,Other,288000,4,"250,000 to 499,999",19800,0,US_Census_2019
-113.507999701194,53.5560029186672,186,186,Edmonton,CAN-ALB,Alberta,CA,Canada,Provincial capital,1025096,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
-114.049997573253,51.0299999453473,187,187,Calgary,CAN-ALB,Alberta,CA,Canada,Other,1335145,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
-122.963066598079,49.2742979204355,188,188,Vancouver,CAN-BCL,British Columbia,CA,Canada,Other,685885,3,"500,000 to 999,999",18150,0,UN_Data_2010_2020
-123.371000696978,48.4440030227256,189,189,Victoria,CAN-BCL,British Columbia,CA,Canada,Provincial capital,94005,6,"50,000 to 99,999",5760,0,UN_Data_2010_2020
-122.316650688446,47.5885529540026,190,190,Seattle,USA-WSH,Washington,US,United States,Other,753675,3,"500,000 to 999,999",17730,0,US_Census_2019
-122.892002619405,47.0439990213468,191,191,Olympia,USA-WSH,Washington,US,United States,Provincial capital,52882,6,"50,000 to 99,999",17660,0,US_Census_2019
-122.641685582858,45.4421249794461,192,192,Portland,USA-ORE,Oregon,US,United States,Other,654741,3,"500,000 to 999,999",16940,0,US_Census_2019
-133.705988558668,68.3659980681466,193,193,Inuvik,CAN-NTR,Northwest Territories,CA,Canada,Other,0,0, ,0,0, 
-100.783295581336,46.7999999854196,194,194,Bismarck,USA-NDA,North Dakota,US,United States,Provincial capital,73529,6,"50,000 to 99,999",0,0,US_Census_2019
-94.1318996680021,58.7484629554443,195,195,Churchill,CAN-MNT,Manitoba,CA,Canada,Other,0,0, ,1090,0, 
-106.630001718042,52.1099999210323,196,196,Saskatoon,CAN-SSK,Saskatchewan,CA,Canada,Other,275242,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
-104.615999559387,50.4479970606476,197,197,Regina,CAN-SSK,Saskatchewan,CA,Canada,Provincial capital,237011,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-97.1240035844431,49.9210019371191,198,198,Winnipeg,CAN-MNT,Manitoba,CA,Canada,Provincial capital,763922,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
-112.034996555232,46.5959970260161,199,199,Helena,USA-MNT,Montana,US,United States,Provincial capital,33124,7,"Less than 50,000",0,0,US_Census_2019
-93.0650036813427,45.0209970338949,200,200,Saint Paul,USA-MNN,Minnesota,US,United States,Provincial capital,308096,4,"250,000 to 499,999",0,0,US_Census_2019
-100.349999622335,44.3666969862934,201,201,Pierre,USA-SDA,South Dakota,US,United States,Provincial capital,13867,7,"Less than 50,000",0,0,US_Census_2019
-93.3077875707615,44.9241930649566,202,202,Minneapolis,USA-MNN,Minnesota,US,United States,Other,429606,4,"250,000 to 499,999",0,0,US_Census_2019
-93.6219956967805,41.5979999811816,203,203,Des Moines,USA-IOW,Iowa,US,United States,Provincial capital,214237,5,"100,000 to 249,999",0,0,US_Census_2019
-96.681995572727,40.8069990128301,204,204,Lincoln,USA-NEB,Nebraska,US,United States,Provincial capital,289102,4,"250,000 to 499,999",0,0,US_Census_2019
-95.6950017160048,39.0459960498678,205,205,Topeka,USA-KAN,Kansas,US,United States,Provincial capital,125310,5,"100,000 to 249,999",0,0,US_Census_2019
-97.5300026829165,35.4899969671517,206,206,Oklahoma City,USA-OKL,Oklahoma,US,United States,Provincial capital,655057,3,"500,000 to 999,999",0,0,US_Census_2019
-117.125495655804,32.761458047066,207,207,San Diego,USA-CAL,California,US,United States,Other,1423851,2,"1,000,000 to 4,999,999",16010,0,US_Census_2019
-115.467002703828,32.6549969482365,208,208,Mexicali,MEX-BCN,Baja California,MX,Mexico,Provincial capital,1087478,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
-116.21670259152,43.6167000554328,209,209,Boise,USA-IDA,Idaho,US,United States,Provincial capital,228959,5,"100,000 to 249,999",0,0,US_Census_2019
-122.271470670818,37.8104579830389,210,210,Oakland,USA-CAL,California,US,United States,Other,433031,4,"250,000 to 499,999",16340,0,US_Census_2019
-122.991002556498,44.9559990242266,211,211,Salem,USA-ORE,Oregon,US,United States,Provincial capital,146338,5,"100,000 to 249,999",7225,0,US_Census_2019
-119.765996607339,39.1650029613411,212,212,Carson City,USA-NEV,Nevada,US,United States,Provincial capital,55916,6,"50,000 to 99,999",0,0,US_Census_2019
-121.422995572841,38.5669979722947,213,213,Sacramento,USA-CAL,California,US,United States,Provincial capital,513624,3,"500,000 to 999,999",16590,0,US_Census_2019
-122.380091662366,37.7958149959839,214,214,San Francisco,USA-CAL,California,US,United States,Other,881549,3,"500,000 to 999,999",16300,0,US_Census_2019
-121.847453711547,37.3081050311799,215,215,San Jose,USA-CAL,California,US,United States,Other,1021795,2,"1,000,000 to 4,999,999",0,0,US_Census_2019
-118.250000641271,34.0000019590779,216,216,Los Angeles,USA-CAL,California,US,United States,Other,3979576,2,"1,000,000 to 4,999,999",16080,0,US_Census_2019
-104.813999599059,41.133996046988,217,217,Cheyenne,USA-WYM,Wyoming,US,United States,Provincial capital,64235,6,"50,000 to 99,999",0,0,US_Census_2019
-111.891995671582,40.6929959962393,218,218,Salt Lake City,USA-UTA,Utah,US,United States,Provincial capital,200567,5,"100,000 to 249,999",0,0,US_Census_2019
-105.078995698098,39.5780040043963,219,219,Denver,USA-COL,Colorado,US,United States,Provincial capital,727211,3,"500,000 to 999,999",0,0,US_Census_2019
-94.6265665658327,38.9941200669443,220,220,Kansas City,USA-KAN,Kansas,US,United States,Other,495327,4,"250,000 to 499,999",0,0,US_Census_2019
-90.3419816554825,38.6388809295977,221,221,St. Louis,USA-MOS,Missouri,US,United States,Other,300576,4,"250,000 to 499,999",0,0,US_Census_2019
-92.1689996906815,38.5800030020923,222,222,Jefferson City,USA-MOS,Missouri,US,United States,Provincial capital,42708,7,"Less than 50,000",0,0,US_Census_2019
-105.941996620699,35.683002048058,223,223,Santa Fe,USA-NME,New Mexico,US,United States,Provincial capital,84683,6,"50,000 to 99,999",0,0,US_Census_2019
-90.0003235965509,35.114724047073,224,224,Memphis,USA-TNN,Tennessee,US,United States,Other,651073,3,"500,000 to 999,999",0,0,US_Census_2019
-92.3100026901162,34.7609969339191,225,225,Little Rock,USA-ARK,Arkansas,US,United States,Provincial capital,197312,5,"100,000 to 249,999",0,0,US_Census_2019
-112.110002685632,33.5089980420405,226,226,Phoenix,USA-ARZ,Arizona,US,United States,Provincial capital,1680992,2,"1,000,000 to 4,999,999",0,0,US_Census_2019
-106.450001666933,31.7799989568045,227,227,El Paso,USA-TEX,Texas,US,United States,Other,681728,3,"500,000 to 999,999",0,0,US_Census_2019
-110.961998689612,29.0940030722392,228,228,Hermosillo,MEX-SON,Sonora,MX,Mexico,Provincial capital,946054,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
-106.073999625852,28.6309979974114,229,229,Chihuahua,MEX-CHH,Chihuahua,MX,Mexico,Provincial capital,994642,3,"500,000 to 999,999",0,1,UN_Data_2010_2020
-107.386001568634,24.804998920774,230,230,Culiacan,MEX-SIN,Sinaloa,MX,Mexico,Provincial capital,962871,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
-110.309525581607,24.1564229529392,231,231,La Paz,MEX-BCS,Baja California Sur,MX,Mexico,Provincial capital,301961,4,"250,000 to 499,999",15920,0,UN_Data_2010_2020
-104.662997580493,24.0290010319195,232,232,Durango,MEX-DRN,Durango,MX,Mexico,Provincial capital,0,0, ,0,1, 
-106.270001615824,23.3615069721819,233,233,Mazatlan,MEX-SIN,Sinaloa,MX,Mexico,Other,533733,3,"500,000 to 999,999",15810,0,UN_Data_2010_2020
-102.554999710595,22.7639969447595,234,234,Zacatecas,MEX-ZCT,Zacatecas,MX,Mexico,Provincial capital,399055,4,"250,000 to 499,999",0,1,UN_Data_2010_2020
-96.6636896048789,32.7637260006132,235,235,Dallas,USA-TEX,Texas,US,United States,Other,1343573,2,"1,000,000 to 4,999,999",0,0,US_Census_2019
-97.7329976813526,30.2799959934822,236,236,Austin,USA-TEX,Texas,US,United States,Provincial capital,978908,3,"500,000 to 999,999",0,0,US_Census_2019
-98.5245746983213,29.4299190136853,237,237,San Antonio,USA-TEX,Texas,US,United States,Other,1547253,2,"1,000,000 to 4,999,999",0,0,US_Census_2019
-100.316996554275,25.6770000031406,238,238,Monterrey,MEX-NLE,Nuevo Leon,MX,Mexico,Provincial capital,5133917,1,"5,000,000 and greater",0,0,UN_Data_2010_2020
-100.994003607637,25.4179980532,239,239,Saltillo,MEX-CDZ,Coahuila,MX,Mexico,Provincial capital,997913,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
-99.1389956663458,23.7390029997363,240,240,Ciudad Victoria,MEX-TML,Tamaulipas,MX,Mexico,Provincial capital,367051,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
-102.290003611556,21.8879999284779,241,241,Aguascalientes,MEX-AGS,Aguascalientes,MX,Mexico,Provincial capital,1143729,2,"1,000,000 to 4,999,999",0,1,UN_Data_2010_2020
-104.896997597289,21.5080019534821,242,242,Tepic,MEX-NYR,Nayarit,MX,Mexico,Provincial capital,507927,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
-101.264003601558,21.0200040471114,243,243,Guanajuato,MEX-GNJ,Guanajuato,MX,Mexico,Provincial capital,198035,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
-103.344002629247,20.6739990634235,244,244,Guadalajara,MEX-JLS,Jalisco,MX,Mexico,Provincial capital,5243178,1,"5,000,000 and greater",0,0,UN_Data_2010_2020
-103.734998648223,19.250999949234,245,245,Colima,MEX-COL,Colima,MX,Mexico,Provincial capital,399105,4,"250,000 to 499,999",0,1,UN_Data_2010_2020
-97.8426266338674,22.2432390658244,246,246,Tampico,MEX-TML,Tamaulipas,MX,Mexico,Other,980454,3,"500,000 to 999,999",9360,0,UN_Data_2010_2020
-90.5259956782253,19.8549989218949,247,247,Campeche,MEX-CMP,Campeche,MX,Mexico,Provincial capital,317424,4,"250,000 to 499,999",9500,1,UN_Data_2010_2020
-96.9029996613269,19.5329970119856,248,248,Jalapa,MEX-VLL,Veracruz,MX,Mexico,Provincial capital,0,0, ,0,0, 
-98.2369976920701,19.3100039752875,249,249,Tlaxcala,MEX-TLX,Tlaxcala,MX,Mexico,Provincial capital,586707,3,"500,000 to 999,999",0,1,UN_Data_2010_2020
-98.1929426323571,19.0486349470878,250,250,Puebla,MEX-PUE,Puebla,MX,Mexico,Other,3179162,2,"1,000,000 to 4,999,999",0,1,UN_Data_2010_2020
-92.9369966101045,17.9759970084266,251,251,Villahermosa,MEX-TBS,Tabasco,MX,Mexico,Provincial capital,888867,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
-96.7139996159368,17.0620019653205,252,252,Oaxaca,MEX-OAX,Oaxaca,MX,Mexico,Provincial capital,698811,3,"500,000 to 999,999",0,1,UN_Data_2010_2020
-93.1089956917817,16.7439959893262,253,253,Tuxtla Gutierrez,MEX-CHP,Chiapas,MX,Mexico,Provincial capital,900234,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
-96.1229965714723,19.1850030801997,254,254,Veracruz,MEX-VLL,Veracruz,MX,Mexico,Other,956463,3,"500,000 to 999,999",9380,1,UN_Data_2010_2020
-100.979999718473,22.151997002667,255,255,San Luis Potosi,MEX-SLP,San Luis Potosi,MX,Mexico,Provincial capital,1226690,2,"1,000,000 to 4,999,999",0,1,UN_Data_2010_2020
-100.386998624309,20.5829999302778,256,256,Queretaro,MEX-QDA,Queretaro,MX,Mexico,Provincial capital,1478201,2,"1,000,000 to 4,999,999",0,1,UN_Data_2010_2020
-98.7550015919512,20.1200039570512,257,257,Pachuca,MEX-HDL,Hidalgo,MX,Mexico,Provincial capital,608131,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
-101.185001702726,19.6970040603488,258,258,Morelia,MEX-MDO,Michoacan,MX,Mexico,Provincial capital,967890,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
-99.1275746461327,19.4270490779828,259,259,Mexico City,MEX-DTD,Distrito Federal,MX,Mexico,National and provincial capital,21942666,1,"5,000,000 and greater",0,0,UN_Data_2010_2020
-99.6667017076737,19.2830039924437,260,260,Toluca,MEX-MEX,Mexico,MX,Mexico,Provincial capital,2377828,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
-99.2210035758445,18.920997069893,261,261,Cuernavaca,MEX-MRL,Morelos,MX,Mexico,Provincial capital,1059521,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
-99.5010025888966,17.5519979213906,262,262,Chilpancingo De Los Bravo,MEX-GRR,Guerrero,MX,Mexico,Provincial capital,337254,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
-99.931499557289,16.9743780368848,263,263,Acapulco,MEX-GRR,Guerrero,MX,Mexico,Other,919726,3,"500,000 to 999,999",15760,0,UN_Data_2010_2020
-90.3719965851106,15.4710000343361,264,264,Coban,GTM-AVR,Alta Verapaz,GT,Guatemala,Provincial capital,0,0, ,0,0, 
-91.4669996402928,15.3170009412215,265,265,Huehuetenango,GTM-HHT,Huehuetenango,GT,Guatemala,Provincial capital,0,0, ,0,1, 
-91.133297704721,15.0333030374221,266,266,Santa Cruz Del Quiche,GTM-QUI,Quiche,GT,Guatemala,Provincial capital,0,0, ,0,0, 
-91.7999995941828,14.9660009987688,267,267,San Marcos,GTM-SMR,San Marcos,GT,Guatemala,Provincial capital,0,0, ,0,1, 
-91.358000684068,14.913998917297,268,268,Totonicapan,GTM-TTN,Totonicapan,GT,Guatemala,Provincial capital,0,0, ,0,1, 
-91.5000027083523,14.8332960119337,269,269,Quezaltenango,GTM-QZL,Quezaltenango,GT,Guatemala,Provincial capital,0,0, ,0,1, 
-91.1829955917241,14.7729959178625,270,270,Solola,GTM-SOL,Solola,GT,Guatemala,Provincial capital,0,0, ,0,1, 
-91.6770146210296,14.5370969760786,271,271,Retalhuleu,GTM-RTL,Retalhuleu,GT,Guatemala,Provincial capital,0,0, ,0,1, 
-91.5003626353107,14.5342079623588,272,272,Mazatenango,GTM-SCH,Suchitepequez,GT,Guatemala,Provincial capital,0,0, ,0,0, 
-90.3140006855078,15.1029989626871,273,273,Salama,GTM-BVR,Baja Verapaz,GT,Guatemala,Provincial capital,0,0, ,0,0, 
-90.0167036655749,14.8499999324786,274,274,El Progreso,GTM-EPR,El Progreso,GT,Guatemala,Provincial capital,0,0, ,0,1, 
-90.8199985804412,14.661999077422,275,275,Chimaltenango,GTM-CHM,Chimaltenango,GT,Guatemala,Provincial capital,0,0, ,0,1, 
-90.5248976941474,14.6180070669831,276,276,Guatemala,GTM-GTM,Guatemala,GT,Guatemala,National and provincial capital,1650000,2,"1,000,000 to 4,999,999",0,1,UN_Habitat_2020
-90.7333016914634,14.5666980310752,277,277,Antigua Guatemala,GTM-SCT,Sacatepequez,GT,Guatemala,Provincial capital,0,0, ,0,0, 
-90.7820007191004,14.3029980000542,278,278,Escuintla,GTM-ESC,Escuintla,GT,Guatemala,Provincial capital,0,0, ,0,1, 
-90.2979985811612,14.2790040278771,279,279,Cuilapa,GTM-SRO,Santa Rosa,GT,Guatemala,Provincial capital,0,0, ,0,0, 
-83.6880027077142,22.4250030072549,280,280,Pinar Del Rio,CUB-PDR,Pinar del Rio,CU,Cuba,Provincial capital,145412,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-79.9659986924191,22.4139960271567,281,281,Santa Clara,CUB-VCL,Villa Clara,CU,Cuba,Provincial capital,217205,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-80.4439975796589,22.1499989529676,282,282,Cienfuegos,CUB-CNF,Cienfuegos,CU,Cuba,Provincial capital,152040,5,"100,000 to 249,999",10540,1,UN_Data_2010_2020
-79.4429996682894,21.9359969744332,283,283,Sancti Spiritus,CUB-SSP,Sancti Spiritus,CU,Cuba,Provincial capital,108836,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
-82.7990006616349,21.8850030194123,284,284,Nueva Gerona,CUB-IDL,Isla de la Juventud,CU,Cuba,Provincial capital,0,0, ,10550,0, 
-78.762995705862,21.8410020728558,285,285,Ciego De Avila,CUB-CDA,Ciego de Avila,CU,Cuba,Provincial capital,120948,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-81.383327674515,19.299996020039,286,286,George Town,CYM,Cayman Is.,CJ,Cayman Is.,National and provincial capital,28089,7,"Less than 50,000",10580,0,UN_Data_2010_2020
-63.6509966847349,44.6799959450895,287,287,Halifax,CAN-NSC,Nova Scotia,CA,Canada,Provincial capital,440348,4,"250,000 to 499,999",6430,0,UN_Data_2010_2020
-64.7791646509951,32.2890300017245,288,288,Hamilton,BMU,Bermuda,BD,Bermuda,National and provincial capital,854,7,"Less than 50,000",9960,0,UN_Data_2010_2020
-84.2210005854913,10.0160009998897,289,289,Alajuela,CRI-ALJ,Alajuela,CS,Costa Rica,Provincial capital,314209,4,"250,000 to 499,999",0,1,UN_Data_2010_2020
-84.1200025986981,9.99199792611153,290,290,Heredia,CRI-HER,Heredia,CS,Costa Rica,Provincial capital,143208,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
-83.0300036038821,9.99000004189577,291,291,Puerto Limon,CRI-LIM,Limon,CS,Costa Rica,Provincial capital,99836,6,"50,000 to 99,999",9810,0,UN_Data_2010_2020
-84.0786205965297,9.93047408038137,292,292,San Jose,CRI-SJO,San Jose,CS,Costa Rica,National and provincial capital,347398,4,"250,000 to 499,999",0,1,UN_Data_2010_2020
-83.9210036996608,9.85699801189262,293,293,Cartago,CRI-CRT,Cartago,CS,Costa Rica,Provincial capital,164121,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
-82.2493885554563,9.33390896465238,294,294,Bocas del Toro,PAN-BDT,Bocas del Toro,PM,Panama,Provincial capital,0,0, ,0,1, 
-82.4309995899858,8.42799597797073,295,295,David,PAN-CHR,Chiriqui,PM,Panama,Provincial capital,0,0, ,0,0, 
-70.0260026181371,12.5250030094966,296,296,Oranjestad,ABW,Aruba,AA,Aruba,National and provincial capital,28295,7,"Less than 50,000",0,0,UN_Data_2010_2020
-68.9705546255274,12.1387859931102,297,297,Willemstad,ANT,Netherlands Antilles,NT,Netherlands Antilles,National and provincial capital,0,0, ,11810,0, 
-72.898001639027,11.552003940337,298,298,Riohacha,COL-LGU,La Guajira,CO,Colombia,Provincial capital,177573,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-69.67799958475,11.4029999714708,299,299,Coro,VEN-FLC,Falcon,VE,Venezuela,Provincial capital,0,0, ,0,0, 
-80.9649985540893,8.10099894381284,300,300,Santiago,PAN-VRG,Veraguas,PM,Panama,Provincial capital,0,0, ,0,0, 
-80.4349975853777,7.98000291875779,301,301,Chitre,PAN-HRR,Herrera,PM,Panama,Provincial capital,0,0, ,0,0, 
-80.2770025583479,7.76600094022341,302,302,Las Tablas,PAN-LSN,Los Santos,PM,Panama,Provincial capital,0,0, ,0,0, 
-84.8332975707519,11.1999960369172,303,303,San Carlos,NIC-RSJ,Rio San Juan,NU,Nicaragua,Provincial capital,0,0, ,0,0, 
-85.4369996657285,10.6260030577666,304,304,Liberia,CRI-GNC,Guanacaste,CS,Costa Rica,Provincial capital,0,0, ,0,0, 
-84.8429997121985,9.9690029787841,305,305,Puntarenas,CRI-PNT,Puntarenas,CS,Costa Rica,Provincial capital,140102,5,"100,000 to 249,999",15510,1,UN_Data_2010_2020
-78.9598525844165,9.54321302758978,306,306,El Porvenir,PAN-SBL,San Blas,PM,Panama,Provincial capital,0,0, ,0,0, 
-79.895348588376,9.35511304782153,307,307,Colon,PAN-COL,Colon,PM,Panama,Provincial capital,41019,7,"Less than 50,000",9860,1,UN_Data_2010_2020
-79.5170785937481,9.00287992114157,308,308,Panama,PAN-PAN,Panama,PM,Panama,National and provincial capital,481993,4,"250,000 to 499,999",15390,1,UN_Data_2010_2020
-80.3549966616961,8.51300096201839,309,309,Penonome,PAN-COC,Cocle,PM,Panama,Provincial capital,0,0, ,0,0, 
-79.6599985558892,0.953999991588941,310,310,Esmeraldas,ECU-ESM,Esmeraldas,EC,Ecuador,Provincial capital,161868,5,"100,000 to 249,999",15330,1,UN_Data_2010_2020
-81.6903266704111,12.5621370461373,311,311,San Andres,COL-SAY,San Andres y Providencia,CO,Colombia,Provincial capital,138091,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-86.5189976911131,16.3299959214213,312,312,Roatan,HND-IDL,Islas de la Bahia,HO,Honduras,Provincial capital,0,0, ,0,0, 
-85.9486226812004,15.9166170791723,313,313,Trujillo,HND-COL,Colon,HO,Honduras,Provincial capital,0,0, ,9680,0, 
-86.871995683265,15.7550039174212,314,314,La Ceiba,HND-ATL,Atlantida,HO,Honduras,Provincial capital,176212,5,"100,000 to 249,999",9670,0,UN_Data_2010_2020
-83.7809995595923,15.2569980558017,315,315,Puerto Lempira,HND-GAD,Gracias a Dios,HO,Honduras,Provincial capital,0,0, ,0,0, 
-86.2190006397989,14.6660039474548,316,316,Juticalpa,HND-OLN,Olancho,HO,Honduras,Provincial capital,56302,6,"50,000 to 99,999",0,0,UN_Data_2010_2020
-83.7659966455788,12.0110039796482,317,317,Bluefields,NIC-ZEL,Zelaya,NU,Nicaragua,Provincial capital,0,0, ,9770,0, 
-88.1000006029665,13.699998052243,318,318,San Francisco Gotera,SLV-MRZ,Morazan,ES,El Salvador,Provincial capital,0,0, ,0,0, 
-87.4889996857237,13.5279989705657,319,319,Nacaome,HND-VAL,Valle,HO,Honduras,Provincial capital,0,0, ,0,0, 
-88.1769956814651,13.4729999800286,320,320,San Miguel,SLV-SMI,San Miguel,ES,El Salvador,Provincial capital,265921,4,"250,000 to 499,999",0,1,UN_Data_2010_2020
-88.4320016974906,13.3460010352412,321,321,Usulutan,SLV-USL,Usulutan,ES,El Salvador,Provincial capital,0,0, ,0,1, 
